country,bank_account,location_type,cellphone_access,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type,household_size_binned
Uganda,No,Rural,Yes,32,Female,Spouse,Married/Living together,Primary education,No Income,size btw 7 and 10
Uganda,No,Rural,Yes,35,Male,Head of Household,Single/Never Married,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,No,19,Female,Other relative,Single/Never Married,Secondary education,No Income,size btw 4 and 6
Uganda,No,Rural,Yes,34,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Self employed,size 3 or below
Uganda,No,Urban,Yes,40,Female,Spouse,Married/Living together,No formal education,Self employed,size btw 7 and 10
Uganda,No,Rural,Yes,23,Male,Parent,Single/Never Married,Primary education,Self employed,size btw 7 and 10
Uganda,Yes,Urban,Yes,43,Male,Head of Household,Married/Living together,Secondary education,Other Income,size 3 or below
Uganda,No,Rural,No,24,Female,Spouse,Married/Living together,Secondary education,No Income,size btw 4 and 6
Uganda,No,Urban,Yes,23,Female,Spouse,Married/Living together,Tertiary education,Self employed,size 3 or below
Uganda,No,Urban,Yes,30,Female,Spouse,Married/Living together,Secondary education,Other Income,size btw 7 and 10
Uganda,No,Rural,No,30,Female,Spouse,Married/Living together,No formal education,Self employed,size btw 7 and 10
Uganda,No,Urban,Yes,17,Male,Other relative,Single/Never Married,Secondary education,No Income,size 3 or below
Uganda,No,Urban,Yes,25,Female,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Uganda,No,Rural,Yes,54,Female,Head of Household,Widowed,No formal education,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,30,Female,Head of Household,Married/Living together,Secondary education,No Income,size btw 4 and 6
Uganda,No,Urban,Yes,53,Female,Other relative,Widowed,Primary education,Dont Know/Refuse to answer,size 3 or below
Uganda,No,Urban,Yes,30,Female,Head of Household,Single/Never Married,Secondary education,Other Income,size 3 or below
Uganda,No,Rural,Yes,39,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 7 and 10
Uganda,No,Rural,No,80,Male,Head of Household,Married/Living together,Primary education,No Income,size btw 7 and 10
Uganda,No,Rural,No,60,Female,Head of Household,Divorced/Seperated,No formal education,No Income,size 3 or below
Uganda,No,Rural,Yes,20,Female,Other relative,Single/Never Married,Secondary education,No Income,size btw 4 and 6
Uganda,No,Rural,Yes,32,Female,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Uganda,No,Rural,No,16,Male,Other relative,Single/Never Married,Primary education,Self employed,size btw 7 and 10
Uganda,No,Rural,No,32,Male,Head of Household,Married/Living together,Primary education,Self employed,size btw 7 and 10
Uganda,No,Urban,Yes,18,Female,Other relative,Single/Never Married,Secondary education,Other Income,size 3 or below
Uganda,No,Rural,Yes,50,Female,Head of Household,Widowed,Primary education,Other Income,size 3 or below
Uganda,No,Urban,Yes,30,Female,Head of Household,Single/Never Married,Primary education,Formally employed Private,size 3 or below
Uganda,No,Rural,No,55,Female,Head of Household,Widowed,No formal education,Self employed,size above 10
Uganda,No,Rural,No,48,Male,Head of Household,Married/Living together,No formal education,Dont Know/Refuse to answer,size btw 7 and 10
Uganda,No,Rural,Yes,22,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,Yes,Urban,Yes,24,Female,Head of Household,Single/Never Married,Secondary education,Other Income,size 3 or below
Uganda,No,Rural,Yes,52,Male,Head of Household,Married/Living together,Vocational/Specialised training,Self employed,size btw 4 and 6
Uganda,No,Urban,Yes,53,Female,Spouse,Married/Living together,No formal education,Other Income,size btw 7 and 10
Uganda,No,Rural,No,35,Female,Spouse,Married/Living together,Secondary education,Self employed,size btw 7 and 10
Uganda,No,Urban,Yes,71,Male,Head of Household,Married/Living together,Secondary education,Dont Know/Refuse to answer,size btw 4 and 6
Uganda,No,Urban,Yes,20,Female,Parent,Single/Never Married,Secondary education,Formally employed Private,size btw 4 and 6
Uganda,No,Rural,No,29,Female,Spouse,Married/Living together,Primary education,Other Income,size btw 4 and 6
Uganda,No,Urban,Yes,37,Female,Spouse,Married/Living together,Secondary education,Other Income,size btw 7 and 10
Uganda,No,Rural,Yes,36,Female,Head of Household,Widowed,No formal education,Self employed,size btw 4 and 6
Uganda,No,Rural,No,16,Female,Parent,Single/Never Married,Secondary education,No Income,size btw 7 and 10
Uganda,No,Rural,Yes,28,Female,Spouse,Married/Living together,Primary education,Other Income,size 3 or below
Uganda,No,Rural,No,79,Female,Spouse,Married/Living together,No formal education,No Income,size 3 or below
Uganda,No,Rural,No,60,Female,Head of Household,Divorced/Seperated,No formal education,Self employed,size 3 or below
Uganda,Yes,Urban,No,22,Female,Spouse,Married/Living together,Secondary education,Self employed,size 3 or below
Uganda,No,Urban,No,18,Male,Parent,Single/Never Married,Primary education,Other Income,size btw 7 and 10
Uganda,No,Rural,Yes,37,Female,Head of Household,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,No,54,Female,Head of Household,Widowed,Primary education,Self employed,size btw 7 and 10
Uganda,No,Rural,Yes,30,Male,Head of Household,Married/Living together,Secondary education,Self employed,size above 10
Uganda,No,Rural,Yes,32,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 7 and 10
Uganda,No,Urban,Yes,19,Female,Spouse,Married/Living together,Primary education,Self employed,size 3 or below
Uganda,No,Rural,Yes,37,Male,Head of Household,Married/Living together,No formal education,Self employed,size 3 or below
Uganda,No,Rural,Yes,69,Male,Head of Household,Married/Living together,Secondary education,Self employed,size btw 7 and 10
Uganda,No,Rural,Yes,23,Female,Head of Household,Divorced/Seperated,Primary education,Self employed,size 3 or below
Uganda,No,Rural,Yes,20,Male,Parent,Single/Never Married,Primary education,No Income,size 3 or below
Uganda,No,Rural,No,22,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,28,Female,Head of Household,Divorced/Seperated,Primary education,Other Income,size 3 or below
Uganda,No,Rural,Yes,30,Male,Head of Household,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,Yes,Urban,Yes,27,Female,Parent,Married/Living together,Secondary education,Other Income,size 3 or below
Uganda,Yes,Urban,Yes,26,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Private,size 3 or below
Uganda,No,Rural,Yes,24,Male,Head of Household,Married/Living together,Primary education,Other Income,size 3 or below
Uganda,No,Rural,Yes,35,Female,Head of Household,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Urban,Yes,19,Female,Head of Household,Single/Never Married,Secondary education,Other Income,size 3 or below
Uganda,No,Rural,Yes,44,Male,Head of Household,Married/Living together,Secondary education,Dont Know/Refuse to answer,size btw 4 and 6
Uganda,No,Rural,No,45,Female,Head of Household,Widowed,No formal education,Self employed,size btw 4 and 6
Uganda,No,Rural,No,17,Female,Parent,Single/Never Married,Secondary education,No Income,size btw 7 and 10
Uganda,Yes,Urban,Yes,28,Female,Other relative,Single/Never Married,Secondary education,Formally employed Private,size 3 or below
Uganda,No,Urban,Yes,28,Male,Head of Household,Single/Never Married,Secondary education,Other Income,size 3 or below
Uganda,No,Rural,Yes,24,Female,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Uganda,No,Urban,No,33,Male,Head of Household,Single/Never Married,Primary education,Formally employed Private,size 3 or below
Uganda,No,Rural,Yes,18,Female,Parent,Single/Never Married,Primary education,No Income,size btw 4 and 6
Uganda,No,Rural,Yes,54,Female,Head of Household,Divorced/Seperated,No formal education,Self employed,size 3 or below
Uganda,No,Urban,No,46,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,50,Male,Head of Household,Married/Living together,Primary education,Self employed,size btw 7 and 10
Uganda,No,Rural,No,27,Male,Head of Household,Single/Never Married,Primary education,No Income,size 3 or below
Uganda,No,Rural,Yes,31,Female,Head of Household,Divorced/Seperated,Primary education,Self employed,size 3 or below
Uganda,No,Rural,No,40,Female,Spouse,Married/Living together,No formal education,Self employed,size btw 7 and 10
Uganda,No,Rural,Yes,33,Female,Spouse,Married/Living together,Secondary education,Self employed,size 3 or below
Uganda,No,Rural,Yes,32,Female,Spouse,Married/Living together,Vocational/Specialised training,Formally employed Private,size btw 7 and 10
Uganda,No,Urban,No,45,Male,Head of Household,Married/Living together,Secondary education,Self employed,size btw 7 and 10
Uganda,No,Rural,No,24,Male,Parent,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,19,Male,Parent,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,27,Male,Head of Household,Married/Living together,Secondary education,Self employed,size btw 4 and 6
Uganda,Yes,Rural,Yes,28,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private,size 3 or below
Uganda,No,Rural,Yes,60,Female,Head of Household,Widowed,No formal education,Self employed,size above 10
Uganda,No,Rural,No,68,Female,Head of Household,Widowed,Primary education,Other Income,size btw 4 and 6
Uganda,No,Urban,Yes,49,Male,Head of Household,Divorced/Seperated,Primary education,Self employed,size 3 or below
Uganda,No,Urban,Yes,33,Female,Spouse,Married/Living together,Secondary education,Self employed,size btw 4 and 6
Uganda,No,Rural,No,26,Female,Spouse,Married/Living together,Primary education,Other Income,size btw 4 and 6
Uganda,No,Urban,Yes,28,Male,Head of Household,Married/Living together,Secondary education,Self employed,size btw 4 and 6
Uganda,No,Rural,No,33,Female,Head of Household,Married/Living together,No formal education,No Income,size btw 7 and 10
Uganda,No,Rural,Yes,70,Female,Head of Household,Married/Living together,No formal education,Self employed,size btw 4 and 6
Uganda,No,Rural,No,16,Female,Parent,Single/Never Married,Primary education,Other Income,size btw 7 and 10
Uganda,No,Rural,No,60,Female,Head of Household,Widowed,No formal education,Government Dependent,size btw 4 and 6
Uganda,No,Rural,Yes,23,Female,Head of Household,Married/Living together,Secondary education,No Income,size 3 or below
Uganda,No,Rural,Yes,33,Male,Head of Household,Married/Living together,Primary education,Self employed,size btw 7 and 10
Uganda,No,Rural,Yes,53,Female,Head of Household,Divorced/Seperated,Primary education,Self employed,size btw 4 and 6
Uganda,Yes,Urban,Yes,39,Female,Spouse,Married/Living together,Vocational/Specialised training,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,52,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,No,31,Female,Other relative,Married/Living together,Primary education,Self employed,size btw 7 and 10
Uganda,No,Urban,Yes,35,Female,Spouse,Married/Living together,Primary education,No Income,size btw 4 and 6
Uganda,No,Rural,Yes,27,Male,Head of Household,Married/Living together,Primary education,No Income,size btw 4 and 6
Uganda,No,Rural,No,40,Male,Head of Household,Married/Living together,Secondary education,Self employed,size btw 4 and 6
Uganda,No,Rural,No,21,Female,Spouse,Married/Living together,Primary education,No Income,size btw 4 and 6
Uganda,No,Rural,Yes,40,Male,Head of Household,Married/Living together,Primary education,Self employed,size btw 7 and 10
Uganda,No,Rural,Yes,40,Female,Head of Household,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,30,Male,Head of Household,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,No,39,Female,Spouse,Married/Living together,Primary education,No Income,size btw 7 and 10
Uganda,Yes,Urban,No,40,Female,Head of Household,Widowed,No formal education,Other Income,size 3 or below
Uganda,No,Urban,Yes,21,Female,Spouse,Married/Living together,Secondary education,Other Income,size 3 or below
Uganda,No,Urban,Yes,33,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 7 and 10
Uganda,Yes,Rural,No,30,Female,Spouse,Married/Living together,No formal education,Other Income,size btw 7 and 10
Uganda,No,Rural,Yes,38,Female,Spouse,Married/Living together,Primary education,Other Income,size 3 or below
Uganda,No,Rural,No,25,Female,Child,Divorced/Seperated,Primary education,Self employed,size btw 7 and 10
Uganda,No,Rural,No,61,Male,Head of Household,Widowed,No formal education,Self employed,size 3 or below
Uganda,No,Rural,Yes,37,Male,Head of Household,Married/Living together,Primary education,Other Income,size btw 4 and 6
Uganda,No,Urban,No,32,Female,Spouse,Married/Living together,Vocational/Specialised training,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,69,Female,Child,Widowed,No formal education,No Income,size btw 4 and 6
Uganda,No,Rural,Yes,19,Female,Spouse,Married/Living together,Primary education,Other Income,size btw 4 and 6
Uganda,No,Rural,Yes,32,Female,Spouse,Married/Living together,Secondary education,Self employed,size btw 7 and 10
Uganda,No,Rural,Yes,24,Female,Spouse,Married/Living together,Primary education,Self employed,size 3 or below
Uganda,No,Rural,Yes,19,Female,Parent,Single/Never Married,Secondary education,Self employed,size btw 7 and 10
Uganda,No,Rural,No,37,Male,Head of Household,Divorced/Seperated,Primary education,Other Income,size 3 or below
Uganda,No,Rural,No,48,Male,Head of Household,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Urban,Yes,44,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 7 and 10
Uganda,Yes,Urban,Yes,30,Female,Head of Household,Married/Living together,Secondary education,Self employed,size 3 or below
Uganda,No,Rural,Yes,42,Male,Head of Household,Married/Living together,Primary education,Self employed,size btw 7 and 10
